GROUP.ID,SAMPLING.EVENT.IDENTIFIER,GRID_CODE
G15639014,S276215996,GJ-KU-BHA-037
G15633892,S276216016,GJ-KU-BHA-022
G15655083,S276952685,GJ-KU-BHA-029
G15605743,S276952687,GJ-KU-LAK-037
G15605744,S276952688,GJ-KU-LAK-037
G15626302,S276952689,GJ-KU-LAK-048
G15669219,S276952692,GJ-KU-RAP-058
G15669220,S276952693,GJ-KU-RAP-047
G15669221,S276952694,GJ-KU-RAP-047
G15669222,S276952695,GJ-KU-RAP-058
G15669223,S276952696,GJ-KU-RAP-046
G15669224,S276952697,GJ-KU-RAP-046
G15669225,S276952698,GJ-KU-RAP-046
G15597390,S276952699,GJ-KU-RAP-045
G15669226,S276952700,GJ-KU-RAP-045
G15669227,S276952701,GJ-KU-RAP-034
G15669228,S276952702,GJ-KU-RAP-051
G15669229,S276952703,GJ-KU-RAP-059
G15669230,S276952704,GJ-KU-RAP-059
G15669231,S276952705,GJ-KU-ABD-023
G15625865,S276952706,GJ-KU-ABD-023
G15669232,S276952707,GJ-KU-ABD-023
G15625866,S276952708,GJ-KU-ABD-023
G15625867,S276952709,GJ-KU-ABD-038
G15625868,S276952710,GJ-KU-ABD-060
G15625869,S276952711,GJ-KU-ABD-060
G15625870,S276952712,GJ-KU-ABD-060
G15669233,S276952713,GJ-KU-ABD-025
G15625871,S276952714,GJ-KU-ABD-038
G15625872,S276952715,GJ-KU-ABD-038
G15625873,S276952716,GJ-KU-ABD-055
G15625874,S276952717,GJ-KU-BHU-134
G15625875,S276952718,GJ-KU-BHU-134
G15616731,S276952721,GJ-KU-RAP-100
G15616732,S276952722,GJ-KU-BHA-061
G15616736,S276952725,GJ-KU-BHA-069
G15616737,S276952726,GJ-KU-BHA-048
G15616738,S276952727,GJ-KU-BHA-048
G15616739,S276952728,GJ-KU-BHA-048
G15616740,S276952729,GJ-KU-BHA-058
G15616741,S276952730,GJ-KU-BHA-059
G15625876,S276952733,GJ-KU-ABD-023
G15625877,S276952734,GJ-KU-ABD-038
G15625878,S276952735,GJ-KU-ABD-038
G15625879,S276952736,GJ-KU-ABD-023
G15625880,S276952737,GJ-KU-ABD-013
G15669234,S276952739,GJ-KU-ABD-021
G15625881,S276952743,GJ-KU-ABD-038
G15618932,S276952744,GJ-KU-LIT-040
G15618933,S276952745,GJ-KU-LIT-040
G15618934,S276952746,GJ-KU-LIT-028
G15618935,S276952747,GJ-KU-LIT-028
G15618936,S276952748,GJ-KU-BHU-069
G15618937,S276952749,GJ-KU-BHU-063
G15618938,S276952750,GJ-KU-BHU-049
G15618939,S276952751,GJ-KU-BHU-049
G15618940,S276952752,GJ-KU-BHU-048
G15618941,S276952753,GJ-KU-BHU-019
G15618942,S276952754,GJ-KU-RAN-504
G15618943,S276952755,GJ-KU-RAN-504
G15618944,S276952756,GJ-KU-RAN-505
G15618945,S276952757,GJ-KU-BHU-001
G15618946,S276952758,GJ-KU-RAN-270
G15618947,S276952759,GJ-KU-RAN-323
G15618948,S276952760,GJ-KU-RAN-324
G15618949,S276952761,GJ-KU-BHU-001
G15618950,S276952762,GJ-KU-BHU-005
G15618951,S276952763,GJ-KU-BHU-001
G15618952,S276952764,GJ-KU-BHU-001
G15618953,S276952765,GJ-KU-BHU-002
G15618954,S276952766,GJ-KU-RAN-324
G15618955,S276952767,GJ-KU-RAN-218
G15618956,S276952768,GJ-KU-RAN-218
G15618957,S276952769,GJ-KU-RAN-085
G15618958,S276952770,GJ-KU-RAN-085
G15618959,S276952771,NA
G15618960,S276952772,NA
G15618961,S276952773,NA
G15618962,S276952774,NA
G15618963,S276952776,NA
G15618964,S276952777,NA
G15613481,S276952778,NA
G15613463,S276952779,NA
G15613464,S276952780,GJ-KU-RAN-124
G15613465,S276952781,GJ-KU-RAN-124
G15613466,S276952782,GJ-KU-RAN-124
G15613467,S276952783,NA
G15613468,S276952784,NA
G15613469,S276952785,NA
G15613470,S276952786,NA
G15613471,S276952787,NA
G15613472,S276952788,NA
G15613473,S276952789,NA
G15613474,S276952790,NA
G15613475,S276952791,NA
G15613476,S276952792,GJ-KU-RAN-170
G15613477,S276952793,GJ-KU-RAN-219
G15613387,S276952794,GJ-KU-RAN-219
G15613386,S276952795,GJ-KU-RAN-324
G15605909,S276952796,GJ-KU-LAK-045
G15605913,S276952799,GJ-KU-LAK-045
G15669236,S276952800,GJ-KU-LAK-019
G15605916,S276952801,GJ-KU-RAN-457
G15669237,S276952802,GJ-KU-RAN-457
G15604421,S276952803,GJ-KU-ABD-060
G15669238,S276952804,GJ-KU-BHA-068
G15669239,S276952806,GJ-KU-BHA-074
G15669240,S276952808,GJ-KU-BHA-053
G15606195,S276952809,GJ-KU-BHA-067
G15606196,S276952810,GJ-KU-BHA-056
G15606199,S276952811,GJ-KU-BHA-055
G15601548,S276952812,GJ-KU-BHU-112
G15599654,S276952814,GJ-KU-BHU-143
G15600399,S276952817,GJ-KU-RAP-051
G15600427,S276952819,GJ-KU-BHA-024
G15598313,S276952820,GJ-KU-BHA-024
G15598311,S276952821,GJ-KU-BHU-069
G15598321,S276952822,GJ-KU-ABD-026
G15598246,S276952823,GJ-KU-BHU-069
G15599658,S276952824,GJ-KU-NAK-061
G15598199,S276952826,GJ-KU-BHU-091
G15598208,S276952827,GJ-KU-NAK-049
G15598187,S276952828,GJ-KU-RAN-501
G15598180,S276952830,GJ-KU-BHU-104
G15600433,S276952831,GJ-KU-RAP-051
G15598189,S276952832,GJ-KU-BHU-101
G15598126,S276952833,GJ-KU-BHU-018
G15598104,S276952834,GJ-KU-RAP-052
G15598121,S276952835,GJ-KU-ABD-089
G15598122,S276952836,GJ-KU-ABD-073
G15598123,S276952837,GJ-KU-ABD-095
G15597997,S276952838,GJ-KU-ABD-060
G15597934,S276952840,GJ-KU-BHU-019
G15597935,S276952841,GJ-KU-BHU-030
G15597936,S276952842,GJ-KU-BHU-019
G15597712,S276952844,GJ-KU-BHU-039
G15598223,S276952845,GJ-KU-RAP-051
G15598277,S276952846,GJ-KU-BHU-150
G15597804,S276952847,GJ-KU-BHU-147
G15599486,S276952849,GJ-KU-ABD-046
G15599487,S276952851,GJ-KU-ABD-044
G15599488,S276952852,GJ-KU-ABD-045
G15597473,S276952853,GJ-KU-LAK-042
G15598338,S276952854,GJ-KU-BHU-072
G15669241,S276952855,GJ-KU-LAK-017
G15598278,S276952859,GJ-KU-BHU-138
G15598283,S276952860,GJ-KU-BHU-150
G15597017,S276952863,GJ-KU-LAK-041
G15596840,S276952864,GJ-KU-LAK-040
G15593406,S276952867,GJ-KU-BHU-090
G15593240,S276952868,GJ-KU-BHU-089
G15598077,S276952870,GJ-KU-ABD-070
G15598078,S276952872,GJ-KU-ABD-072
G15669242,S276952873,GJ-KU-MAN-048
G15598072,S276952874,GJ-KU-ABD-060
G15598073,S276952875,GJ-KU-ABD-038
G15597336,S276952876,GJ-KU-ABD-047
G15597337,S276952877,GJ-KU-ABD-058
G15592490,S276952878,GJ-KU-RAP-053
G15597339,S276952879,GJ-KU-ABD-048
G15597938,S276952880,GJ-KU-RAN-472
G15597939,S276952881,GJ-KU-BHU-018
G15597940,S276952882,GJ-KU-BHU-019
G15597941,S276952883,GJ-KU-BHU-047
G15597942,S276952884,GJ-KU-BHU-047
G15597943,S276952885,GJ-KU-BHU-047
G15597944,S276952886,GJ-KU-BHU-047
G15597945,S276952887,GJ-KU-BHU-047
G15597946,S276952888,GJ-KU-BHU-047
G15597947,S276952889,GJ-KU-BHU-047
G15591324,S276952890,GJ-KU-LAK-040
G15590870,S276952892,GJ-KU-MUN-006
G15597948,S276952893,GJ-KU-BHU-047
G15590757,S276952894,GJ-KU-NAK-003
G15590550,S276952896,GJ-KU-RAP-047
G15590271,S276952897,GJ-KU-NAK-001
G15590255,S276952898,GJ-KU-NAK-010
G15590253,S276952899,GJ-KU-NAK-003
G15590252,S276952900,GJ-KU-NAK-003
G15669243,S276952901,GJ-KU-MAN-048
G15597950,S276952902,GJ-KU-BHU-017
G15597951,S276952903,GJ-KU-BHU-017
G15597953,S276952904,GJ-KU-BHU-028
G15597954,S276952905,GJ-KU-BHU-028
G15597956,S276952906,GJ-KU-BHU-017
G15597957,S276952907,GJ-KU-BHU-017
G15597958,S276952908,GJ-KU-BHU-017
G15597959,S276952909,GJ-KU-BHU-017
G15597960,S276952910,GJ-KU-BHU-018
G15597961,S276952911,GJ-KU-BHU-029
G15597962,S276952912,GJ-KU-BHU-028
G15597963,S276952913,GJ-KU-BHU-028
G15597964,S276952914,GJ-KU-BHU-018
G15597965,S276952915,GJ-KU-BHU-018
G15597966,S276952916,GJ-KU-BHU-019
G15590227,S276952917,GJ-KU-ABD-091
G15590226,S276952918,GJ-KU-ABD-091
G15590228,S276952919,GJ-KU-ABD-091
G15590002,S276952920,GJ-KU-BHU-098
G15589935,S276952921,GJ-KU-MAN-048
G15589896,S276952922,GJ-KU-ABD-038
G15589895,S276952923,GJ-KU-ABD-060
G15589897,S276952924,GJ-KU-ABD-037
G15589984,S276952927,GJ-KU-BHU-165
G15589784,S276952928,GJ-KU-BHU-170
G15589937,S276952929,GJ-KU-MAN-032
G15589833,S276952930,GJ-KU-BHU-130
G15589225,S276952931,GJ-KU-BHU-170
G15590021,S276952932,GJ-KU-MAN-052
G15589508,S276952934,GJ-KU-BHU-158
G15589835,S276952937,GJ-KU-NAK-063
G15589035,S276952940,GJ-KU-NAK-052
G15599555,S276952956,GJ-KU-BHU-059
G15597340,S294864365,GJ-KU-ABD-058
