GROUP.ID,SAMPLING.EVENT.IDENTIFIER,GRID_CODE
G15605915,S274370222,GJ-KU-LAK-007
G15590399,S274370824,GJ-KU-NAK-043
G15669237,S274371807,GJ-KU-RAN-457
G15597966,S274372164,GJ-KU-BHU-019
G15597965,S274372216,GJ-KU-BHU-018
G15597964,S274372282,GJ-KU-BHU-018
G15597963,S274372331,GJ-KU-BHU-028
G15597962,S274372375,GJ-KU-BHU-028
G15597961,S274372444,GJ-KU-BHU-029
G15597960,S274372507,GJ-KU-BHU-018
G15597959,S274372557,GJ-KU-BHU-017
G15597958,S274372603,GJ-KU-BHU-017
G15597957,S274372659,GJ-KU-BHU-017
G15597956,S274372710,GJ-KU-BHU-017
G15597955,S274372904,GJ-KU-BHU-028
G15597954,S274372954,GJ-KU-BHU-028
G15597953,S274373031,GJ-KU-BHU-028
G15597952,S274373207,GJ-KU-BHU-017
G15597951,S274373273,GJ-KU-BHU-017
G15597950,S274373307,GJ-KU-BHU-017
G15669243,S274373413,GJ-KU-MAN-048
G15617331,S274374863,GJ-KU-ANJ-001
G15596708,S274374866,GJ-KU-MAN-008
G15590252,S274375727,GJ-KU-NAK-003
G15590253,S274375784,GJ-KU-NAK-003
G15590255,S274375846,GJ-KU-NAK-010
G15590268,S274376363,GJ-KU-NAK-005
G15590271,S274376394,GJ-KU-NAK-001
G15590285,S274376800,GJ-KU-NAK-010
G15669219,S274378346,GJ-KU-RAP-058
G15596705,S274382542,GJ-KU-BHU-161
G15612642,S274385230,GJ-KU-LAK-020
G15591440,S274385377,GJ-KU-LAK-012
G15590536,S274385828,GJ-KU-RAP-050
G15593476,S274386433,GJ-KU-BHU-128
G15590550,S274386747,GJ-KU-RAP-047
G15612638,S274388251,GJ-KU-BHA-053
G15669220,S274388441,GJ-KU-RAP-047
G15669221,S274389705,GJ-KU-RAP-047
G15617327,S274390675,GJ-KU-ANJ-005
G15590647,S274392369,GJ-KU-NAK-003
G15590698,S274392718,GJ-KU-ABD-054
G15590717,S274393084,GJ-KU-ABD-065
G15592439,S274393261,GJ-KU-NAK-059
G15591088,S274394910,GJ-KU-NAK-068
G15591869,S274396226,GJ-KU-LAK-068
G15591217,S274396366,GJ-KU-ANJ-012
G15590757,S274398480,GJ-KU-NAK-003
G15605911,S274400069,GJ-KU-LAK-024
G15596702,S274400079,GJ-KU-BHU-168
G15597949,S274401253,GJ-KU-BHU-047
G15597948,S274401371,GJ-KU-BHU-047
G15592921,S274401887,GJ-KU-MAN-040
G15590870,S274404798,GJ-KU-MUN-006
G15591640,S274404917,GJ-KU-LAK-018
G15596453,S274407922,GJ-KU-ANJ-037
G15598265,S274408286,GJ-KU-LAK-003
G15617329,S274409247,GJ-KU-BHA-051
G15592437,S274409418,GJ-KU-NAK-059
G15597551,S274409966,GJ-KU-RAP-033
G15591039,S274413870,GJ-KU-BHU-036
G15605804,S274414386,GJ-KU-ANJ-034
G15592887,S274416031,GJ-KU-RAP-069
G15593475,S274418371,GJ-KU-BHU-139
G15612215,S274419271,GJ-KU-BHA-043
G15591085,S274420480,GJ-KU-RAP-077
G15597338,S274421984,GJ-KU-ABD-047
G15605910,S274423199,GJ-KU-LAK-022
G15595371,S274424714,GJ-KU-RAP-004
G15595370,S274424778,GJ-KU-RAP-005
G15591492,S274425558,GJ-KU-NAK-067
G15591439,S274425716,GJ-KU-LAK-009
G15591835,S274428730,GJ-KU-ANJ-030
G15591639,S274429058,GJ-KU-LAK-046
G15591337,S274430185,GJ-KU-ABD-029
G15591324,S274432823,GJ-KU-LAK-040
G15669240,S274433576,GJ-KU-BHA-053
G15669239,S274434040,GJ-KU-BHA-074
G15669238,S274434113,GJ-KU-BHA-068
G15591380,S274436341,GJ-KU-BHU-088
G15600371,S274441231,GJ-KU-ABD-023
G15600370,S274442416,GJ-KU-ABD-013
G15594779,S274447463,GJ-KU-ABD-010
G15598080,S274448569,GJ-KU-ABD-072
G15598078,S274449242,GJ-KU-ABD-072
G15598077,S274449611,GJ-KU-ABD-070
G15598076,S274450414,GJ-KU-ABD-079
G15598075,S274450583,GJ-KU-ABD-078
G15591852,S274451016,GJ-KU-BHA-009
G15598074,S274451678,GJ-KU-ABD-062
G15605147,S274451956,GJ-KU-LIT-025
G15599555,S274452441,GJ-KU-BHU-059
G15605965,S274453177,GJ-KU-LIT-010
G15591886,S274455292,GJ-KU-BHA-005
G15591851,S274455886,GJ-KU-BHA-011
G15597947,S274456211,GJ-KU-BHU-047
G15597946,S274456697,GJ-KU-BHU-047
G15592816,S274456916,GJ-KU-NAK-051
G15597945,S274456927,GJ-KU-BHU-047
G15597944,S274457180,GJ-KU-BHU-047
G15597943,S274457417,GJ-KU-BHU-047
G15597942,S274457645,GJ-KU-BHU-047
G15597941,S274457921,GJ-KU-BHU-047
G15597940,S274458060,GJ-KU-BHU-019
G15592815,S274458347,GJ-KU-ABD-043
G15597939,S274458432,GJ-KU-BHU-018
G15597938,S274458763,GJ-KU-RAN-472
G15591850,S274458827,GJ-KU-RAN-389
G15591917,S274461632,GJ-KU-BHU-100
G15597339,S274470898,GJ-KU-ABD-048
G15597340,S274472253,GJ-KU-ABD-058
G15592409,S274473449,GJ-KU-RAP-053
G15592490,S274474687,GJ-KU-RAP-053
G15597337,S274475564,GJ-KU-ABD-058
G15592659,S274479089,GJ-KU-ABD-083
G15597336,S274479170,GJ-KU-ABD-047
G15598073,S274480284,GJ-KU-ABD-038
G15598072,S274480460,GJ-KU-ABD-060
G15669242,S274483202,GJ-KU-MAN-048
G15593240,S274496156,GJ-KU-BHU-089
G15593343,S274498731,GJ-KU-BHU-090
G15593406,S274499690,GJ-KU-BHU-090
G15593452,S274501047,GJ-KU-BHU-102
G15593623,S274504766,GJ-KU-BHU-102
G15593692,S274506959,GJ-KU-BHU-104
G15599379,S274558423,GJ-KU-MAN-046
G15600980,S274558932,GJ-KU-RAN-501
G15596555,S274566914,GJ-KU-LIT-039
G15669222,S274567982,GJ-KU-RAP-058
G15669223,S274568563,GJ-KU-RAP-046
G15669224,S274568736,GJ-KU-RAP-046
G15596641,S274568813,GJ-KU-NAK-040
G15596673,S274569003,GJ-KU-NAK-027
G15669225,S274569096,GJ-KU-RAP-046
G15596840,S274571614,GJ-KU-LAK-040
G15598211,S274571933,GJ-KU-BHU-107
G15605916,S274573213,GJ-KU-RAN-457
G15597017,S274573611,GJ-KU-LAK-041
G15606194,S274573950,GJ-KU-BHA-067
G15597107,S274574298,GJ-KU-BHU-155
G15598071,S274574335,GJ-KU-ABD-087
G15605491,S274574654,GJ-KU-LAK-052
G15597544,S274574764,GJ-KU-ABD-001
G15597331,S274575703,GJ-KU-MAN-013
G15598209,S274575810,GJ-KU-BHU-107
G15597268,S274576054,GJ-KU-ANJ-013
G15598276,S274576103,GJ-KU-BHU-150
G15621595,S274576162,GJ-KU-BHU-145
G15598341,S274576207,GJ-KU-BHU-065
G15611448,S274576548,GJ-KU-LAK-055
G15611790,S274576632,GJ-KU-RAP-082
G15597287,S274577074,GJ-KU-MAN-042
G15598283,S274577371,GJ-KU-BHU-150
G15598278,S274577499,GJ-KU-BHU-138
G15597321,S274577728,GJ-KU-ANJ-039
G15597685,S274577988,GJ-KU-RAP-089
G15597550,S274578034,GJ-KU-RAP-016
G15605794,S274578300,GJ-KU-MUN-023
G15597396,S274578666,GJ-KU-RAP-035
G15597390,S274578687,GJ-KU-RAP-045
G15606195,S274578702,GJ-KU-BHA-067
G15669226,S274578704,GJ-KU-RAP-045
G15669227,S274578736,GJ-KU-RAP-034
G15669228,S274578755,GJ-KU-RAP-051
G15669241,S274578886,GJ-KU-LAK-017
G15597446,S274578998,GJ-KU-LAK-074
G15598338,S274579948,GJ-KU-BHU-072
G15669229,S274580083,GJ-KU-RAP-059
G15669230,S274580196,GJ-KU-RAP-059
G15606196,S274580338,GJ-KU-BHA-056
G15597473,S274580369,GJ-KU-LAK-042
G15599488,S274580378,GJ-KU-ABD-045
G15599485,S274580637,GJ-KU-ABD-044
G15597492,S274580680,GJ-KU-LAK-042
G15597512,S274580826,GJ-KU-LAK-039
G15597510,S274580848,GJ-KU-LAK-027
G15597509,S274580869,GJ-KU-LAK-026
G15597515,S274580939,GJ-KU-LAK-015
G15599487,S274580942,GJ-KU-ABD-044
G15599486,S274581305,GJ-KU-ABD-046
G15606199,S274581592,GJ-KU-BHA-055
G15598207,S274582609,GJ-KU-NAK-048
G15597563,S274582778,GJ-KU-GAN-004
G15598097,S274584040,GJ-KU-BHU-006
G15597684,S274584279,GJ-KU-RAP-093
G15598096,S274584460,GJ-KU-BHU-003
G15597688,S274584486,GJ-KU-GAN-001
G15605913,S274584886,GJ-KU-LAK-045
G15605909,S274584887,GJ-KU-LAK-045
G15597804,S274585220,GJ-KU-BHU-147
G15598277,S274585295,GJ-KU-BHU-150
G15597665,S274585523,GJ-KU-MAN-024
G15598059,S274586312,GJ-KU-BHU-012
G15600369,S274586348,GJ-KU-ABD-025
G15604472,S274586396,GJ-KU-ABD-021
G15598223,S274587754,GJ-KU-RAP-051
G15597712,S274587849,GJ-KU-BHU-039
G15597714,S274587993,GJ-KU-BHU-053
G15597741,S274588886,GJ-KU-RAN-505
G15597937,S274588953,GJ-KU-BHU-030
G15597936,S274589016,GJ-KU-BHU-019
G15590022,S274589147,GJ-KU-MAN-052
G15597745,S274589249,GJ-KU-BHU-013
G15597935,S274589309,GJ-KU-BHU-030
G15605148,S274589363,GJ-KU-LIT-023
G15597934,S274589487,GJ-KU-BHU-019
G15597875,S274590660,GJ-KU-LAK-070
G15597874,S274590943,GJ-KU-LAK-075
G15597871,S274591167,GJ-KU-BHU-147
G15597997,S274591846,GJ-KU-ABD-060
G15598070,S274591894,GJ-KU-ABD-051
G15606212,S274593279,GJ-KU-BHA-063
G15598123,S274594413,GJ-KU-ABD-095
G15598122,S274594584,GJ-KU-ABD-073
G15598121,S274594772,GJ-KU-ABD-089
G15598085,S274600533,GJ-KU-NAK-036
G15598099,S274600799,GJ-KU-NAK-038
G15598104,S274601462,GJ-KU-RAP-052
G15598189,S274601912,GJ-KU-BHU-101
G15598126,S274602184,GJ-KU-BHU-018
G15600433,S274603556,GJ-KU-RAP-051
G15599659,S274603590,GJ-KU-NAK-060
G15598162,S274603841,GJ-KU-ANJ-021
G15598180,S274605000,GJ-KU-BHU-104
G15598187,S274605406,GJ-KU-RAN-501
G15598208,S274605877,GJ-KU-NAK-049
G15598199,S274606442,GJ-KU-BHU-091
G15598320,S274606977,GJ-KU-NAK-016
G15599658,S274608830,GJ-KU-NAK-061
G15598377,S274608993,GJ-KU-MUN-011
G15598246,S274609085,GJ-KU-BHU-069
G15598376,S274609090,GJ-KU-MUN-009
G15598375,S274609158,GJ-KU-MUN-003
G15598374,S274610750,GJ-KU-MUN-026
G15598311,S274611639,GJ-KU-BHU-069
G15598313,S274611842,GJ-KU-BHA-024
G15598372,S274612127,GJ-KU-MAN-035
G15600427,S274612195,GJ-KU-BHA-024
G15598432,S274612372,GJ-KU-ABD-019
G15611772,S274612380,GJ-KU-BHA-014
G15611771,S274613565,GJ-KU-RAP-060
G15598416,S274613981,GJ-KU-RAP-064
G15598478,S274614222,GJ-KU-BHU-120
G15598474,S274615668,GJ-KU-BHU-097
G15598475,S274616658,GJ-KU-BHU-111
G15599537,S274617103,GJ-KU-MAN-027
G15598477,S274617172,GJ-KU-BHU-109
G15598476,S274617502,GJ-KU-BHU-122
G15598565,S274618299,GJ-KU-RAP-074
G15600399,S274618425,GJ-KU-RAP-051
G15598501,S274619351,GJ-KU-LIT-042
G15598583,S274621337,GJ-KU-ABD-027
G15598649,S274624658,GJ-KU-BHU-086
G15598659,S274625093,GJ-KU-BHU-076
G15598707,S274627239,GJ-KU-BHU-102
G15599655,S274627932,GJ-KU-NAK-064
G15604758,S274630625,GJ-KU-MAN-013
G15598912,S274632987,GJ-KU-BHU-088
G15599654,S274635933,GJ-KU-BHU-143
G15601548,S274636779,GJ-KU-BHU-112
G15605744,S274640946,GJ-KU-LAK-037
G15605743,S274641389,GJ-KU-LAK-037
G15605742,S274641908,GJ-KU-LAK-050
G15605741,S274642279,GJ-KU-LAK-035
G15626302,S274645709,GJ-KU-LAK-048
G15599742,S274660049,GJ-KU-BHA-026
G15599743,S274662191,GJ-KU-BHA-032
G15600239,S274675348,GJ-KU-NAK-060
G15598120,S274686096,GJ-KU-ABD-095
G15605782,S274689138,GJ-KU-NAK-057
G15600979,S274712482,GJ-KU-BHU-027
G15600978,S274714944,GJ-KU-BHU-025
G15600975,S274718867,GJ-KU-BHU-024
G15604421,S274729796,GJ-KU-ABD-060
G15601388,S274736138,GJ-KU-BHU-088
G15606342,S274843517,GJ-KU-RAN-478
G15597664,S274848150,GJ-KU-MAN-048
G15608289,S274913231,GJ-KU-BHU-055
G15608288,S274914430,GJ-KU-BHU-053
G15669236,S274991401,GJ-KU-LAK-019
G15612623,S275054250,GJ-KU-RAN-219
G15612622,S275054826,GJ-KU-RAN-167
G15613373,S275086851,GJ-KU-RAN-268
G15613372,S275088419,GJ-KU-RAN-270
G15613386,S275091237,GJ-KU-RAN-324
G15613387,S275091397,GJ-KU-RAN-219
G15613477,S275092232,GJ-KU-RAN-219
G15613476,S275092365,GJ-KU-RAN-170
G15613475,S275092629,NA
G15613474,S275092923,NA
G15613473,S275093164,NA
G15613472,S275093258,NA
G15613471,S275093359,NA
G15613470,S275093494,NA
G15613469,S275093674,NA
G15613468,S275093746,NA
G15613467,S275093804,NA
G15613466,S275093864,GJ-KU-RAN-124
G15613465,S275093936,GJ-KU-RAN-124
G15613464,S275094013,GJ-KU-RAN-124
G15613463,S275094097,NA
G15613481,S275094313,NA
G15618964,S275094395,NA
G15618963,S275094459,NA
G15618962,S275094562,NA
G15618961,S275094652,NA
G15618960,S275094718,NA
G15618959,S275094907,NA
G15618958,S275095093,GJ-KU-RAN-085
G15618957,S275095423,GJ-KU-RAN-085
G15618956,S275095655,GJ-KU-RAN-218
G15618955,S275095845,GJ-KU-RAN-218
G15618954,S275095941,GJ-KU-RAN-324
G15618953,S275096097,GJ-KU-BHU-002
G15618952,S275096206,GJ-KU-BHU-001
G15618951,S275096285,GJ-KU-BHU-001
G15618950,S275096361,GJ-KU-BHU-005
G15618949,S275096447,GJ-KU-BHU-001
G15618948,S275096699,GJ-KU-RAN-324
G15618947,S275096766,GJ-KU-RAN-323
G15618946,S275096880,GJ-KU-RAN-270
G15618945,S275096983,GJ-KU-BHU-001
G15618944,S275097070,GJ-KU-RAN-505
G15618943,S275097166,GJ-KU-RAN-504
G15618942,S275097270,GJ-KU-RAN-504
G15618941,S275097356,GJ-KU-BHU-019
G15618940,S275097430,GJ-KU-BHU-048
G15618939,S275097526,GJ-KU-BHU-049
G15618938,S275097602,GJ-KU-BHU-049
G15618937,S275097681,GJ-KU-BHU-063
G15618936,S275097990,GJ-KU-BHU-069
G15618935,S275098047,GJ-KU-LIT-028
G15618934,S275098127,GJ-KU-LIT-028
G15618933,S275098188,GJ-KU-LIT-040
G15618932,S275098257,GJ-KU-LIT-040
G15616742,S275173415,GJ-KU-BHA-059
G15616741,S275173581,GJ-KU-BHA-059
G15616740,S275173808,GJ-KU-BHA-058
G15616739,S275173933,GJ-KU-BHA-048
G15616738,S275174080,GJ-KU-BHA-048
G15616737,S275174246,GJ-KU-BHA-048
G15616736,S275174435,GJ-KU-BHA-069
G15616735,S275174536,GJ-KU-BHA-073
G15616734,S275174774,GJ-KU-RAP-099
G15616733,S275174907,GJ-KU-BHA-061
G15616732,S275175116,GJ-KU-BHA-061
G15616731,S275175250,GJ-KU-RAP-100
G15617736,S275216447,GJ-KU-NAK-007
G15617735,S275218196,GJ-KU-NAK-012
G15625881,S275332763,GJ-KU-ABD-038
G15669235,S275332874,GJ-KU-ABD-021
G15669234,S275333011,GJ-KU-ABD-021
G15625880,S275333103,GJ-KU-ABD-013
G15625879,S275333137,GJ-KU-ABD-023
G15625878,S275333228,GJ-KU-ABD-038
G15625877,S275333265,GJ-KU-ABD-038
G15625876,S275333343,GJ-KU-ABD-023
G15625875,S275389656,GJ-KU-BHU-134
G15625874,S275389924,GJ-KU-BHU-134
G15625873,S275390460,GJ-KU-ABD-055
G15625872,S275390905,GJ-KU-ABD-038
G15625871,S275391168,GJ-KU-ABD-038
G15669233,S275391922,GJ-KU-ABD-025
G15625870,S275392201,GJ-KU-ABD-060
G15625869,S275392579,GJ-KU-ABD-060
G15625868,S275393015,GJ-KU-ABD-060
G15625867,S275393286,GJ-KU-ABD-038
G15625866,S275393557,GJ-KU-ABD-023
G15669232,S275393698,GJ-KU-ABD-023
G15625865,S275394318,GJ-KU-ABD-023
G15669231,S275394651,GJ-KU-ABD-023
G15625860,S275492088,GJ-KU-MUN-007
G15625906,S275492412,GJ-KU-BHU-170
G15633892,S275817477,GJ-KU-BHA-022
G15639014,S275819213,GJ-KU-BHA-037
G15655083,S276219054,GJ-KU-BHA-029
G15769537,S279643519,GJ-KU-NAK-035
G15769539,S279643572,GJ-KU-NAK-046
G15769534,S279643595,GJ-KU-NAK-014
G15769536,S279643618,GJ-KU-NAK-021
G15769540,S279643640,GJ-KU-NAK-034
G16543888,S295929857,GJ-KU-LIT-145
G16544538,S295929918,GJ-KU-LIT-123
G16521929,S295935293,GJ-SN-DAS-005
G16522027,S295939368,GJ-SN-DAS-004
G16543886,S295943326,GJ-KU-LIT-147
G16543885,S295948845,NA
G16522415,S295958855,GJ-KU-LIT-004
G16522417,S295958897,GJ-KU-LIT-018
G16522422,S295959171,GJ-KU-LIT-003
G16522498,S295960797,GJ-KU-LIT-004
G16544424,S295969871,GJ-KU-RAP-096
G16523226,S295983579,GJ-KU-LIT-079
G16523225,S295984118,GJ-KU-LIT-095
G16523224,S295984339,GJ-KU-LIT-097
G16523223,S295984926,GJ-KU-LIT-079
G16523221,S295985414,GJ-KU-LIT-098
G16527978,S296100701,GJ-KU-LIT-014
G16543884,S296105237,GJ-KU-LIT-145
G16529039,S296106420,GJ-KU-LIT-122
G16528746,S296111540,GJ-SN-DAS-004
G16529211,S296113645,GJ-KU-LIT-059
G16529104,S296114363,GJ-KU-LIT-059
G16543882,S296115093,GJ-KU-LIT-105
G16543881,S296115146,GJ-KU-LIT-107
G16572480,S296116275,GJ-KU-LIT-118
G16551730,S296116313,GJ-SN-HAL-001
G16529285,S296116367,GJ-KU-LIT-097
G16551728,S296116489,GJ-KU-LIT-099
G16551725,S296116595,GJ-SN-HAL-002
G16551723,S296116689,GJ-KU-LIT-099
G16551722,S296116737,GJ-KU-LIT-099
G16551721,S296116819,GJ-KU-LIT-119
G16543880,S296116913,GJ-KU-LIT-145
G16529038,S296117060,GJ-KU-LIT-103
G16529052,S296117233,GJ-KU-LIT-101
G16529050,S296117317,GJ-KU-LIT-103
G16529214,S296117936,GJ-KU-LIT-073
G16529213,S296117952,GJ-KU-LIT-059
G16543878,S296118381,GJ-SN-DHR-001
G16529138,S296118992,GJ-KU-LIT-148
G16543877,S296119305,GJ-SN-DHR-001
G16529178,S296120038,GJ-KU-LIT-016
G16529179,S296120094,GJ-KU-LIT-016
G16529281,S296120983,GJ-KU-LIT-100
G16529280,S296122645,GJ-KU-LIT-099
G16529279,S296122724,GJ-KU-LIT-099
G16544537,S296122800,GJ-KU-LIT-122
G16529278,S296122824,GJ-KU-LIT-066
G16544536,S296122859,GJ-KU-LIT-123
G16529277,S296122874,GJ-KU-LIT-065
G16544535,S296122972,GJ-KU-LIT-105
G16529485,S296126338,GJ-KU-RAN-545
G16533749,S296128907,GJ-KU-LIT-109
G16533759,S296132333,GJ-SN-DAS-001
G16533747,S296132849,NA
G16529665,S296141990,GJ-KU-LIT-068
G16529664,S296142027,GJ-KU-LIT-054
G16529663,S296142130,GJ-KU-LIT-054
G16529662,S296142179,GJ-KU-LIT-052
G16529675,S296142380,GJ-KU-LIT-052
G16529674,S296142417,GJ-KU-LIT-066
G16529673,S296142524,GJ-KU-LIT-065
G16529678,S296142576,GJ-KU-LIT-065
G16532543,S296217087,GJ-SN-DAS-001
G16532542,S296217322,GJ-KU-LIT-075
G16532541,S296217388,GJ-KU-LIT-075
G16532538,S296217461,GJ-KU-LIT-061
G16562636,S296236553,GJ-KU-LIT-059
G16562635,S296236937,GJ-KU-LIT-065
G16562634,S296238366,GJ-KU-LIT-059
G16544427,S296359818,GJ-KU-RAP-095
G16544429,S296359846,GJ-KU-RAP-095
G16544430,S296359902,GJ-KU-RAP-095
G16544438,S296359984,GJ-KU-LIT-078
G16572478,S296381114,GJ-KU-LIT-115
G16572477,S296382095,GJ-KU-LIT-115
G16572479,S296382767,GJ-KU-LIT-115
G16544827,S296500952,GJ-KU-LIT-072
G16544826,S296500991,GJ-KU-LIT-071
G16544825,S296501015,GJ-KU-LIT-058
G16544822,S296501135,GJ-KU-LIT-036
G16544821,S296501153,GJ-KU-LIT-047
G16544816,S296501372,GJ-KU-LIT-056
G16544817,S296501396,GJ-KU-LIT-056
G16544818,S296501417,GJ-KU-LIT-056
G16544819,S296501446,GJ-KU-LIT-047
G16544820,S296502281,GJ-KU-LIT-035
G16544813,S296510401,GJ-KU-LIT-059
G16544486,S296510584,GJ-KU-LIT-091
G16544485,S296510610,GJ-KU-LIT-092
G16544484,S296510622,GJ-KU-LIT-091
G16544483,S296510630,GJ-KU-LIT-108
G16544482,S296510643,GJ-KU-LIT-108
G16544481,S296510650,GJ-KU-LIT-127
G16544493,S296511395,GJ-KU-LIT-127
G16551628,S296684165,GJ-KU-RAN-561
