GROUP.ID,SAMPLING.EVENT.IDENTIFIER,GRID_CODE
G8890781,S118419985,GJ-KU-BHU-166
G8890829,S118420035,GJ-KU-RAP-060
G8890963,S118420619,GJ-KU-LAK-045
G8892015,S118420709,GJ-KU-RAP-099
G8890860,S118421161,GJ-KU-ANJ-005
G8891375,S118421214,GJ-KU-NAK-044
S118421302,S118421302,GJ-KU-BHU-165
G8923008,S118421497,GJ-KU-RAN-457
S118421878,S118421878,GJ-KU-LAK-010
G8892022,S118421974,GJ-KU-ANJ-003
G8892021,S118422192,GJ-KU-ANJ-002
G14370411,S118422593,GJ-KU-BHU-057
G8891399,S118424068,GJ-KU-LAK-055
G8891374,S118424309,GJ-KU-ABD-030
G8923004,S118424996,GJ-KU-LAK-004
G8891029,S118425263,GJ-KU-MAN-051
G8891373,S118425272,GJ-KU-NAK-050
G8892079,S118425511,GJ-KU-RAP-092
G8891041,S118425587,GJ-KU-BHU-122
S118426172,S118426172,GJ-KU-BHU-102
G8902470,S118426284,GJ-KU-GAN-001
S118426396,S118426396,GJ-KU-BHU-050
G8922843,S118428466,GJ-KU-LAK-012
G8891372,S118428604,GJ-KU-NAK-044
G8892020,S118430350,GJ-KU-ANJ-003
G8891277,S118430486,GJ-KU-ABD-038
G8891276,S118430608,GJ-KU-ABD-030
G8900821,S118431237,GJ-KU-BHU-010
G8900820,S118432710,GJ-KU-BHU-001
G8891384,S118432845,GJ-KU-ABD-001
G8891432,S118434175,GJ-KU-BHU-012
G8891435,S118434248,GJ-KU-RAN-506
G8891485,S118434360,GJ-KU-LAK-013
G8891444,S118434409,GJ-KU-RAN-506
G8891484,S118434491,GJ-KU-LAK-006
G8891483,S118434671,GJ-KU-LAK-006
S118434699,S118434699,GJ-KU-ABD-089
G8900819,S118434974,GJ-KU-BHU-005
G8900818,S118435100,GJ-KU-BHU-010
G8891858,S118435237,GJ-KU-LAK-007
G8897595,S118435262,GJ-KU-BHU-006
G8900817,S118435473,GJ-KU-BHU-005
G8897594,S118435623,GJ-KU-BHU-002
G8900816,S118435965,GJ-KU-BHU-003
G8897593,S118436237,GJ-KU-BHU-003
G8895732,S118437061,GJ-KU-NAK-060
G8895731,S118437138,GJ-KU-ABD-030
G8895730,S118437256,GJ-KU-ABD-043
G8895729,S118437460,GJ-KU-NAK-056
G8891854,S118438907,GJ-KU-LAK-015
G8897599,S118439764,GJ-KU-ABD-078
G8897600,S118440120,GJ-KU-ABD-070
G8897604,S118440546,GJ-KU-ABD-074
G8897603,S118440665,GJ-KU-ABD-047
G8897602,S118440730,GJ-KU-ABD-046
G8897601,S118440904,GJ-KU-ABD-047
G8904584,S118441004,GJ-KU-ABD-059
S118441192,S118441192,GJ-KU-RAP-072
G8892416,S118447515,GJ-KU-RAN-505
G8915367,S118448765,GJ-KU-BHU-054
G8918545,S118448892,GJ-KU-BHU-054
G8918560,S118448969,GJ-KU-BHU-039
G8918570,S118449334,GJ-KU-BHU-054
G8918572,S118449458,GJ-KU-BHU-054
S118452881,S118452881,GJ-KU-BHA-003
G8895286,S118454612,GJ-KU-BHU-164
S118470560,S118470560,GJ-KU-BHU-121
G8896357,S118470777,GJ-KU-BHU-110
G8896356,S118470814,GJ-KU-BHU-122
G8896355,S118470871,GJ-KU-BHU-125
G8894302,S118470941,GJ-KU-BHU-124
G8900822,S118475882,GJ-KU-BHU-001
G8895728,S118476374,GJ-KU-NAK-051
G8894855,S118476922,GJ-KU-BHU-012
G8895822,S118476996,GJ-KU-LAK-010
G8918596,S118477120,GJ-KU-BHU-054
S118477151,S118477151,GJ-KU-BHU-102
G8895821,S118477679,GJ-KU-LAK-020
G8895447,S118477750,GJ-KU-MAN-003
G8895726,S118478207,GJ-KU-NAK-051
G8918592,S118478414,GJ-KU-RAN-501
G8896500,S118478788,GJ-KU-BHU-104
G14370408,S118479323,GJ-KU-ABD-043
G8895192,S118479611,GJ-KU-MAN-003
G8901082,S118479674,GJ-KU-BHA-039
G8895820,S118480206,GJ-KU-LAK-021
G8900846,S118480367,GJ-KU-BHA-016
G8896069,S118480661,GJ-KU-LAK-003
G8896351,S118480961,GJ-KU-LIT-042
S118480971,S118480971,GJ-KU-BHU-076
G8895725,S118480990,GJ-KU-NAK-046
S118481217,S118481217,GJ-KU-RAP-070
G14370407,S118481652,GJ-KU-ABD-055
G8896074,S118481702,GJ-KU-LAK-047
G8895723,S118481834,GJ-KU-NAK-046
G8895819,S118481839,GJ-KU-LAK-022
G8895722,S118481853,GJ-KU-NAK-046
G8895818,S118481868,GJ-KU-LAK-024
G8895923,S118481941,GJ-KU-LAK-047
G8895922,S118481959,GJ-KU-LAK-060
G8895921,S118481974,GJ-KU-LAK-060
G8901084,S118482070,GJ-KU-BHA-058
G8895736,S118482321,GJ-KU-BHA-014
G8896075,S118482329,GJ-KU-LAK-058
G8895705,S118482445,GJ-KU-MAN-011
G8895519,S118482762,GJ-KU-NAK-036
S118483087,S118483087,GJ-KU-BHU-102
G14370405,S118483292,GJ-KU-NAK-036
G8895920,S118483301,GJ-KU-LAK-062
G8895919,S118483309,GJ-KU-LAK-061
G8895589,S118483507,GJ-KU-LAK-041
G8895588,S118483519,GJ-KU-LAK-041
G8904498,S118483651,GJ-KU-MUN-023
S118483660,S118483660,GJ-KU-MAN-052
G8895675,S118483711,GJ-KU-LAK-028
G8904493,S118483851,GJ-KU-ABD-036
G8904494,S118483864,GJ-KU-ABD-036
G8904497,S118483882,GJ-KU-ABD-037
G8904496,S118483900,GJ-KU-ABD-037
G8904495,S118483953,GJ-KU-ABD-037
G8895817,S118483977,GJ-KU-LAK-007
G8895634,S118484033,GJ-KU-BHA-073
S118484050,S118484050,GJ-KU-RAP-089
G13196316,S118484123,GJ-KU-BHU-090
G8897592,S118484131,GJ-KU-ABD-047
G13196315,S118484276,GJ-KU-BHU-102
G8895734,S118484482,GJ-KU-BHA-019
G8896499,S118484532,GJ-KU-BHU-117
G8895672,S118484669,GJ-KU-LAK-063
G8896066,S118484959,GJ-KU-NAK-030
G8895733,S118484970,GJ-KU-BHA-024
G8895918,S118484993,GJ-KU-LAK-052
G8895709,S118485154,GJ-KU-MAN-004
G8923011,S118485225,GJ-KU-LAK-006
G8895717,S118485461,GJ-KU-NAK-040
G8895735,S118485559,GJ-KU-BHA-014
G8895749,S118485638,GJ-KU-MAN-013
G8895761,S118485860,GJ-KU-BHA-067
G8895780,S118486118,GJ-KU-NAK-040
G8895832,S118486320,GJ-KU-NAK-067
G8896555,S118486816,GJ-KU-NAK-045
G8904850,S118487026,GJ-KU-BHU-021
G8895888,S118487101,GJ-KU-BHU-022
G8895890,S118487117,GJ-KU-BHU-037
G8895893,S118487162,GJ-KU-BHU-160
G8895912,S118487303,GJ-KU-RAN-531
G8895970,S118487474,GJ-KU-ABD-021
G8896070,S118487982,GJ-KU-ABD-011
G8904489,S118488385,GJ-KU-NAK-005
G8896148,S118488493,GJ-KU-ABD-039
G8896147,S118488549,GJ-KU-ABD-040
S118488799,S118488799,GJ-KU-BHU-147
G8896146,S118488860,GJ-KU-ABD-042
G8896144,S118489216,GJ-KU-ABD-042
S118489654,S118489654,GJ-KU-BHU-102
G8896068,S118489759,GJ-KU-ABD-013
G8896554,S118489949,GJ-KU-NAK-053
G8896542,S118490175,GJ-KU-BHU-047
G8896541,S118490196,GJ-KU-BHU-003
G14370404,S118490244,GJ-KU-LIT-024
S118490634,S118490634,GJ-KU-BHU-115
G8896072,S118490797,GJ-KU-LAK-074
G8897278,S118492234,GJ-KU-LAK-040
G8896212,S118493063,GJ-KU-ABD-054
G8918582,S118493065,GJ-KU-BHU-018
G8896211,S118493109,GJ-KU-ABD-054
G8896218,S118493170,GJ-KU-ABD-066
G8896224,S118493191,GJ-KU-ABD-042
G8896223,S118493205,GJ-KU-ABD-038
G8918580,S118493312,GJ-KU-BHU-030
G8917849,S118493614,GJ-KU-MAN-018
G8918579,S118493671,GJ-KU-BHU-031
G8918578,S118493787,GJ-KU-BHU-047
S118494057,S118494057,GJ-KU-ANJ-033
G8897591,S118494154,GJ-KU-MAN-013
G8896422,S118494226,GJ-KU-BHU-142
G8918576,S118494383,GJ-KU-BHU-049
G8918544,S118494703,GJ-KU-BHU-065
G8918543,S118494751,GJ-KU-BHU-099
G8896498,S118495126,GJ-KU-BHU-102
S118495373,S118495373,GJ-KU-BHU-102
G8897589,S118496299,GJ-KU-RAP-008
G8896387,S118496396,GJ-KU-ABD-023
G8897588,S118496551,GJ-KU-RAP-007
G8896386,S118496893,GJ-KU-ABD-050
S118497470,S118497470,GJ-KU-BHU-102
G8896591,S118498211,GJ-KU-ABD-047
G8896590,S118498349,GJ-KU-ABD-046
G8896480,S118498597,GJ-KU-NAK-051
G8896585,S118499867,GJ-KU-ABD-047
G8896584,S118500020,GJ-KU-ABD-078
G8896583,S118500431,GJ-KU-ABD-023
G8900828,S118503539,GJ-KU-RAN-268
G8900829,S118504076,GJ-KU-RAN-265
S118504411,S118504411,GJ-KU-BHU-102
S118509114,S118509114,GJ-KU-MAN-018
S118509164,S118509164,GJ-KU-ABD-075
G8900823,S118511923,GJ-KU-RAN-324
S118515406,S118515406,GJ-KU-NAK-007
S118515759,S118515759,GJ-KU-ANJ-033
G8904487,S118543846,GJ-KU-NAK-006
G8904486,S118543885,GJ-KU-NAK-013
G8904482,S118544039,GJ-KU-NAK-020
G8904481,S118544057,GJ-KU-NAK-012
G8904480,S118544068,GJ-KU-LIT-007
G8900137,S118544402,GJ-KU-LIT-024
G8900091,S118544499,GJ-KU-BHU-058
G8900824,S118544514,GJ-KU-RAN-269
G8900825,S118544645,GJ-KU-RAN-215
G8900826,S118544673,GJ-KU-RAN-116
G8900827,S118544849,GJ-KU-RAN-215
G8900558,S118544900,GJ-KU-RAN-505
G8900228,S118544945,GJ-KU-NAK-046
G8900215,S118545871,GJ-KU-NAK-045
G8900764,S118550872,GJ-KU-RAN-457
G8900763,S118550885,GJ-KU-LAK-010
G8901057,S118552755,GJ-KU-BHU-099
G8901053,S118552771,GJ-KU-BHU-097
G8901087,S118554629,GJ-KU-BHU-100
G8901090,S118554653,GJ-KU-BHU-086
G8904626,S118598473,GJ-KU-NAK-006
G8904630,S118602303,GJ-KU-NAK-021
G8904629,S118602314,GJ-KU-NAK-013
G8904628,S118602332,GJ-KU-LIT-007
G8904627,S118602353,GJ-KU-NAK-021
G8904732,S118602674,GJ-KU-NAK-021
G8904731,S118602685,GJ-KU-NAK-033
G8904730,S118602752,GJ-KU-NAK-021
G8904729,S118602767,GJ-KU-NAK-021
G8904728,S118602778,GJ-KU-NAK-021
G8904727,S118602803,GJ-KU-NAK-022
G8904726,S118602812,GJ-KU-NAK-022
G8904725,S118602815,GJ-KU-NAK-014
G8904724,S118602842,GJ-KU-NAK-006
G8904723,S118602853,GJ-KU-BHU-053
G8904721,S118602916,GJ-KU-NAK-013
G8904720,S118602926,GJ-KU-BHU-053
G8904719,S118602932,GJ-KU-NAK-006
G8904718,S118602935,GJ-KU-NAK-006
G8904717,S118602939,GJ-KU-NAK-006
S118604474,S118604474,GJ-KU-NAK-007
S118604484,S118604484,GJ-KU-BHU-065
G8904722,S118606270,GJ-KU-BHU-053
S118606794,S118606794,GJ-KU-BHU-121
S118609064,S118609064,GJ-KU-BHU-150
S118609099,S118609099,GJ-KU-MUN-006
S118609121,S118609121,GJ-KU-BHU-149
S118664983,S118664983,GJ-KU-LAK-017
G8911163,S118770666,GJ-KU-NAK-014
G8964296,S118770678,GJ-KU-NAK-013
G8964295,S118770718,GJ-KU-NAK-007
G8964294,S118770741,GJ-KU-NAK-013
S118818413,S118818413,GJ-KU-BHU-090
S118822155,S118822155,GJ-KU-LAK-014
S119143036,S119143036,GJ-KU-NAK-052
G8939128,S119171626,GJ-KU-RAP-047
S119177862,S119177862,GJ-KU-BHU-102
S119178183,S119178183,GJ-KU-BHU-102
S119309789,S119309789,GJ-KU-ABD-042
S119404009,S119404009,GJ-KU-BHU-101
